genes	cancer_types	correlation	Correlation_p.adj	log10_correlation	Expression	Expression_p.sgnif	Expression_p.adj	log10_p.adj	Genotypic_var	Phenotypic_var	p.value_Cox_OS	Type_Cox_OS	p.value_Cox_DSS	Type_Cox_DSS	p.value_Cox_DFI	Type_Cox_DFI	p.value_Cox_PFI	Type_Cox_PFI
NEU4	GBM	0.446005273008618	2.45770541556466e-21	20.6094701735495	Overexpression	****	9.1e-10	9.04095860767891	Gene expression	Stemness	0.0346	Protective	0.0178	Protective			0.00122	Protective
NEU4	LGG	0.412785342102254	3.27654937948406e-08	7.48458328259084	Overexpression	****	7.8e-174	173.10790539731	Gene expression	Stemness	5.7e-08	Protective	2.07e-08	Protective	0.32	NS	9.45e-08	Protective
NEU4	PRAD	-0.186069023829386	0.000357538622237384	3.44667703772699	Underexpression	****	6.1e-21	20.2146701649892	Gene expression	Stemness	0.474	NS	0.156	NS	0.0108	Risky	0.0162	Risky
NFS1	BLCA	0.153961631985921	0.0231805447481621	1.63487636223174	Overexpression	****	5.9e-05	4.22914798835786	Gene expression	Microsatellite instability	0.824	NS	0.731	NS	0.739	NS	0.838	NS
NFS1	BLCA	0.327934120521284	1.37034238252337e-10	9.86317091002373	Overexpression	****	5.9e-05	4.22914798835786	Gene expression	Stemness	0.824	NS	0.731	NS	0.739	NS	0.838	NS
NFS1	BRCA	0.195637946524282	2.96021478863317e-10	9.52867677605799	Overexpression	****	1.7e-20	19.7695510786217	Gene expression	Stemness	0.139	NS	0.821	NS	0.573	NS	0.928	NS
NFS1	CESC	0.189591277894643	0.00120233268824913	2.91997534541204	Unchanged	ns	0.17	0.769551078621726	Gene expression	Stemness	0.555	NS	0.511	NS	0.00984	Risky	0.0512	NS
NFS1	COAD	0.275013706583088	1.01595099703404e-19	18.9931272391298	Overexpression	****	9.2e-17	16.0362121726544	Gene expression	Stemness	0.713	NS	0.301	NS	0.076	NS	0.596	NS
NFS1	COAD	-0.265348267986568	0.0192063678694066	1.71655475712778	Overexpression	****	9.2e-17	16.0362121726544	Gene expression	Tumor mutational burden	0.713	NS	0.301	NS	0.076	NS	0.596	NS
NFS1	COAD	-0.298066723494921	0.0105592036052292	1.97636883586443	Overexpression	****	9.2e-17	16.0362121726544	Gene expression	Microsatellite instability	0.713	NS	0.301	NS	0.076	NS	0.596	NS
NFS1	ESCA	0.396036888514157	4.02977103273839e-07	6.39471962930386	Overexpression	****	9.2e-05	4.03621217265444	Gene expression	Stemness	0.451	NS	0.658	NS	0.872	NS	0.722	NS
NFS1	HNSC	0.205924443615805	8.67140039669039e-15	14.0619107600275	Overexpression	****	8.8e-15	14.0555173278498	Gene expression	Stemness	0.109	NS	0.0964	NS	0.94	NS	0.11	NS
NFS1	KIRC	0.307449821980889	2.22948511856618e-05	4.65179542214647	Underexpression	****	3.6e-18	17.4436974992327	Gene expression	Stemness	0.0879	NS	0.0232	Protective	0.83	NS	0.0226	Protective
NFS1	KIRP	0.181716817929788	1.9598692208783e-06	5.70777290749344	Unchanged	ns	0.13	0.886056647693163	Gene expression	Microsatellite instability	0.0522	NS	0.00167	Protective	0.0204	Protective	0.00412	Protective
NFS1	LUAD	0.14112845799339	0.0447183240292167	1.34951448147455	Overexpression	****	1.9e-18	17.7212463990472	Gene expression	Microsatellite instability	0.256	NS	0.79	NS	0.744	NS	0.845	NS
NFS1	LUAD	0.151889147492338	0.000380650214132741	3.41947392156056	Overexpression	****	1.9e-18	17.7212463990472	Gene expression	Tumor mutational burden	0.256	NS	0.79	NS	0.744	NS	0.845	NS
NFS1	LUAD	0.335422533343753	8.67078204088559e-13	12.0619417305833	Overexpression	****	1.9e-18	17.7212463990472	Gene expression	Stemness	0.256	NS	0.79	NS	0.744	NS	0.845	NS
NFS1	LUSC	0.167089709364234	0.000118050950139067	3.92793051313	Overexpression	****	1.1e-36	35.9586073148418	Gene expression	Microsatellite instability	0.723	NS	0.146	NS	0.309	NS	0.0982	NS
NFS1	LUSC	0.509903970664623	0.0163120544012965	1.78749133883956	Overexpression	****	1.1e-36	35.9586073148418	Gene expression	Stemness	0.723	NS	0.146	NS	0.309	NS	0.0982	NS
NFS1	PAAD	0.39671103206145	0.021509744579535	1.66736474667238	Overexpression	****	2.7e-42	41.568636235841	Gene expression	Microsatellite instability	0.0619	NS	0.0979	NS	0.0743	NS	0.0028	Protective
NFS1	PCPG	0.291337573645648	0.000681124638515305	3.16677340957541	Underexpression	**	0.0036	2.44369749923271	Gene expression	Stemness	0.298	NS	0.126	NS	0.128	NS	0.293	NS
NFS1	PRAD	0.341147164038765	0.0471751675974623	1.32628654825845	Unchanged	ns	0.61	0.214670164989233	Gene expression	Stemness	0.0267	Risky	0.000832	Risky	0.00083	Risky	0.000185	Risky
NFS1	READ	0.406707750482185	0.0359579564378223	1.44420499805661	Overexpression	****	8.4e-21	20.0757207139381	Gene expression	Stemness	0.102	NS	0.149	NS	0.699	NS	0.931	NS
NFS1	SARC	0.185175646250215	0.000253007599901092	3.59686643318966	Unchanged	ns	0.71	0.148741651280925	Gene expression	Stemness	0.13	NS	0.16	NS	0.947	NS	0.349	NS
NFS1	SKCM	0.20125334346995	0.000257696960589438	3.58889070371149	Underexpression	****	1.1e-11	10.9586073148418	Gene expression	Stemness	0.385	NS	0.416	NS			0.795	NS
NFS1	STAD	0.433101229455822	7.3851220493698e-15	14.1316423229749	Overexpression	****	1.1e-14	13.9586073148418	Gene expression	Stemness	0.218	NS	0.349	NS	0.189	NS	0.0413	Protective
NFS1	THCA	0.129644707104687	4.94783280384536e-35	34.3055849843853	Underexpression	****	3.9e-83	82.4089353929735	Gene expression	Stemness	0.0294	Risky	0.00403	Risky	0.0456	Protective	0.465	NS
NFS1	UCEC	0.3037033452218	1.45553191391337e-05	4.83697826780365	Unchanged	ns	0.54	0.267606240177031	Gene expression	Stemness	0.981	NS	0.338	NS	0.936	NS	0.783	NS
NIT2	BLCA	0.398766110233066	4.17845733396338e-16	15.3789840280352	Overexpression	****	2e-10	9.69897000433602	Gene expression	Stemness	0.173	NS	0.304	NS	0.418	NS	0.761	NS
NIT2	HNSC	0.255354301473107	3.97352068000914e-30	29.4008245223752	Overexpression	****	4.9e-14	13.3098039199715	Gene expression	Stemness	0.359	NS	0.209	NS	0.777	NS	0.0993	NS
NIT2	KICH	-0.615265446293295	2.61214562639212e-05	4.58300261492547	Underexpression	****	7.6e-13	12.1191864077192	Gene expression	Stemness	0.000844	Risky	0.00302	Risky	0.947	NS	0.00975	Risky
NIT2	KIRP	0.213603125544108	0.0165480313397433	1.78125366528047	Overexpression	****	3.5e-16	15.4559319556497	Gene expression	Tumor mutational burden	0.00255	Protective	3.42e-06	Protective	0.415	NS	0.0101	Protective
NIT2	LUAD	0.144514902136362	5.30851847422545e-08	7.27502666691183	Overexpression	****	2.8e-35	34.5528419686578	Gene expression	Microsatellite instability	0.12	NS	0.465	NS	0.483	NS	0.984	NS
NIT2	OV	0.211244781728334	8.11003079925607e-07	6.09097749647669	Overexpression	****	1.3e-06	5.88605664769316	Gene expression	Stemness	0.389	NS	0.196	NS	0.42	NS	0.393	NS
NIT2	PRAD	0.472889666242345	4.21735909346748e-05	4.3749594187452	Overexpression	****	7.6e-27	26.1191864077192	Gene expression	Stemness	0.124	NS	0.0146	Risky	0.0331	Risky	0.052	NS
NIT2	READ	0.522065782429047	6.14601680836827e-06	5.2114062563524	Overexpression	****	5.9e-41	40.2291479883579	Gene expression	Stemness	0.0143	Protective	0.287	NS	0.792	NS	0.8	NS
NIT2	SKCM	0.242870698144632	1.31020161431185e-08	7.88266186980539	Overexpression	****	1.1e-10	9.95860731484177	Gene expression	Stemness	0.552	NS	0.485	NS			0.729	NS
NIT2	TGCT	0.399040143262111	2.0475252275893e-06	5.6887707385857	Overexpression	****	1.3e-44	43.8860566476932	Gene expression	Stemness	0.972	NS	0.719	NS	0.0427	Risky	0.362	NS
NIT2	THYM	0.373074930616242	0.0010468378831042	2.98012056944311	Overexpression	****	5.4e-19	18.267606240177	Gene expression	Tumor mutational burden	0.005	Risky	0.00396	Risky			0.000488	Risky
NKILA	BLCA	-0.18200296901935	0.00738634842260871	2.13157021002821	Overexpression	*	0.027	1.56863623584101	Gene expression	Microsatellite instability	0.00482	Risky	0.00569	Risky	0.572	NS	0.0471	Risky
NKILA	BLCA	-0.325109634019135	1.75106542498731e-10	9.75669762708608	Overexpression	*	0.027	1.56863623584101	Gene expression	Stemness	0.00482	Risky	0.00569	Risky	0.572	NS	0.0471	Risky
NKILA	CESC	-0.417278293983453	0.00350304344434587	2.4555544765782	Unchanged	ns	0.64	0.193820026016113	Gene expression	Stemness	0.000887	Risky	0.00857	Risky	0.00347	Risky	0.000256	Risky
NKILA	DLBC	-0.645483815544292	1.1429894113311e-06	5.94195779289586	Overexpression	****	3.3e-14	13.4814860601221	Gene expression	Stemness	0.549	NS	0.351	NS	0.234	NS	0.0015	Protective
NKILA	GBM	-0.219941927330548	1.63665259017386e-17	16.786043497853	Overexpression	****	2e-53	52.698970004336	Gene expression	Stemness	0.00638	Risky	0.000427	Risky			0.313	NS
NKILA	HNSC	-0.465121127395499	2.99676906154572e-11	10.5233467235745	Overexpression	****	1.4e-15	14.8538719643218	Gene expression	Stemness	0.0194	Risky	0.017	Risky	0.276	NS	0.106	NS
NKILA	KIRP	-0.472629306104513	0.0184534467916771	1.73392250306606	Overexpression	****	1.3e-07	6.88605664769316	Gene expression	Stemness	0.0477	Protective	0.00741	Protective	0.0128	Protective	0.00282	Protective
NKILA	LUSC	-0.170324662378806	0.00674482111591225	2.17102956406508	Overexpression	*	0.024	1.61978875828839	Gene expression	Microsatellite instability	0.0124	Risky	0.00197	Risky	0.504	NS	0.00145	Risky
NKILA	LUSC	-0.383985198021232	0.0395273478280187	1.40310232459702	Overexpression	*	0.024	1.61978875828839	Gene expression	Stemness	0.0124	Risky	0.00197	Risky	0.504	NS	0.00145	Risky
NKILA	MESO	-0.383064553583431	0.00586249837837377	2.23191726440708	""	""			Gene expression	Stemness	0.0032	Risky	0.00565	Risky	0.979	NS	0.048	Risky
NKILA	PAAD	-0.309971472032556	0.000818396974774764	3.08703598467353	Overexpression	****	4.8e-47	46.3187587626244	Gene expression	Microsatellite instability	0.0102	Risky	0.00526	Risky	0.0322	Risky	0.000451	Risky
NKILA	PAAD	-0.245736047679264	9.99581171812617e-05	4.00018193287261	Overexpression	****	4.8e-47	46.3187587626244	Gene expression	Stemness	0.0102	Risky	0.00526	Risky	0.0322	Risky	0.000451	Risky
NKILA	PCPG	-0.256055735437682	2.68343091555315e-08	7.57130958106644	Overexpression	*	0.035	1.45593195564972	Gene expression	Stemness	0.629	NS	0.931	NS	0.501	NS	0.767	NS
NKILA	SARC	-0.231235014246163	0.017101618049016	1.76696279741399	Unchanged	ns	0.14	0.853871964321762	Gene expression	Stemness	0.0326	Risky	0.0827	NS	0.834	NS	0.268	NS
NKILA	STAD	-0.31322593366738	1.3580340761316e-06	5.86708933249274	Overexpression	****	8.5e-46	45.0705810742857	Gene expression	Microsatellite instability	0.162	NS	0.0118	Risky	0.00225	Risky	0.000969	Risky
NKILA	STAD	-0.152818645065205	9.75364969186014e-22	21.0108328464094	Overexpression	****	8.5e-46	45.0705810742857	Gene expression	Stemness	0.162	NS	0.0118	Risky	0.00225	Risky	0.000969	Risky
NKILA	TGCT	-0.63816512732286	8.81525987806619e-30	29.0547648799674	Overexpression	****	1.2e-08	7.92081875395237	Gene expression	Stemness	0.678	NS	0.907	NS	0.189	NS	0.127	NS
NKILA	THCA	-0.294622888490781	1.2120840839758e-18	17.9164672515063	Unchanged	ns	0.15	0.823908740944319	Gene expression	Stemness	0.00711	Risky	0.000365	Risky	0.176	NS	0.474	NS
NKILA	UCEC	-0.371915878104602	2.97390681402213e-12	11.5266726440152	Unchanged	ns	0.09	1.04575749056068	Gene expression	Stemness	0.669	NS	0.485	NS	0.963	NS	0.39	NS
NME1-NME2	ESCA	0.458182048201231	1.52076966697323e-07	6.81793655842399	Overexpression	****	1.5e-28	27.8239087409443	Gene expression	Stemness	0.0496	Protective	0.18	NS	0.8	NS	0.598	NS
NME1-NME2	KICH	-0.300921866597696	8.45472675658165e-09	8.07290042355132	Unchanged	ns	0.15	0.823908740944319	Gene expression	Stemness	0.00577	Risky	0.000948	Risky	0.152	NS	0.000556	Risky
NME1-NME2	KIRP	0.317328860228661	0.00421112344906598	2.37560202705223	Overexpression	****	3e-29	28.5228787452803	Gene expression	Stemness	0.014	Risky	7.71e-05	Risky	0.0313	Risky	5.51e-05	Risky
NME1-NME2	LIHC	0.327495473802977	0.0482268762604308	1.31671086718432	Overexpression	****	3.8e-52	51.4202164033832	Gene expression	Stemness	0.00683	Risky	0.1	NS	0.073	NS	0.045	Risky
NME1-NME2	LUAD	0.585776343901439	1.58620672209332e-10	9.79964021398311	Overexpression	****	3.6e-76	75.4436974992327	Gene expression	Stemness	0.00315	Risky	0.0958	NS	0.241	NS	0.287	NS
NME1-NME2	MESO	0.311924302741591	1.13282860546777e-30	29.9458357929877	""	""			Gene expression	Stemness	0.271	NS	0.386	NS	0.477	NS	0.263	NS
NME1-NME2	PAAD	0.281289417986377	0.00208054222729136	2.68182346521421	Overexpression	****	4.5e-51	50.3467874862247	Gene expression	Stemness	0.0299	Risky	0.0486	Risky	0.0791	NS	0.0121	Risky
NME1-NME2	PRAD	0.47674832826536	6.4626867575603e-09	8.18958689355278	Overexpression	****	8.4e-49	48.0757207139381	Gene expression	Stemness	0.477	NS	0.213	NS	0.307	NS	0.326	NS
NME1-NME2	READ	0.583250494335789	5.74525853438858e-30	29.240690423454	Overexpression	****	3e-45	44.5228787452803	Gene expression	Stemness	0.955	NS	0.11	NS	0.272	NS	0.454	NS
NME1-NME2	SARC	0.309565804159537	6.30560165300098e-06	5.20027346862902	Unchanged	ns	0.23	0.638272163982407	Gene expression	Stemness	0.0309	Risky	0.0702	NS	0.389	NS	0.178	NS
NME1-NME2	THYM	0.340912675364591	0.0457994069309319	1.33914014575795	Overexpression	****	3.5e-27	26.4559319556497	Gene expression	Stemness	0.195	NS	0.0202	Risky			0.048	Risky
NME1-NME2	UCEC	0.402139974813539	0.0243240316423185	1.61396444029985	Overexpression	****	1.3e-28	27.8860566476932	Gene expression	Stemness	0.29	NS	0.393	NS	0.52	NS	0.359	NS
NME1	BLCA	0.56871894856832	4.25162930279778e-36	35.3714446083932	Overexpression	****	1e-15	15	Gene expression	Stemness	0.0851	NS	0.098	NS	0.0321	Risky	0.272	NS
NME1	CESC	0.429316246325023	1.03287009251669e-101	100.985954297697	Overexpression	****	5.7e-09	8.24412514432751	Gene expression	Stemness	0.596	NS	0.457	NS	0.0636	NS	0.204	NS
NME1	KIRP	0.400983895636295	0.000182764405932268	3.73810838088003	Overexpression	****	4e-30	29.397940008672	Gene expression	Stemness	0.00043	Risky	7.54e-07	Risky	0.013	Risky	9.43e-06	Risky
NME1	LAML	0.500404046342176	5.05105203711389e-28	27.2966181572618	Underexpression	****	3.1e-34	33.5086383061657	Gene expression	Stemness	0.046	Risky						
NME1	LGG	0.465691579222539	3.56290277885811e-41	40.4481960281069	Overexpression	****	1.2e-155	154.920818753952	Gene expression	Stemness	0.0164	Risky	0.0463	Risky	0.421	NS	0.176	NS
NME1	LGG	0.151541335881727	9.84649824703706e-05	4.00671819207901	Overexpression	****	1.2e-155	154.920818753952	Gene expression	Microsatellite instability	0.0164	Risky	0.0463	Risky	0.421	NS	0.176	NS
NME1	LUAD	0.19744333095373	0.00283722653665586	2.54710598683658	Overexpression	****	5.7e-95	94.2441251443275	Gene expression	Microsatellite instability	0.00548	Risky	0.0403	Risky	0.326	NS	0.0787	NS
NME1	LUAD	0.226424834600844	1.01437234510834e-06	5.99380259949642	Overexpression	****	5.7e-95	94.2441251443275	Gene expression	Tumor mutational burden	0.00548	Risky	0.0403	Risky	0.326	NS	0.0787	NS
NME1	LUAD	0.726142750070337	3.14762929268385e-29	28.5020164216821	Overexpression	****	5.7e-95	94.2441251443275	Gene expression	Stemness	0.00548	Risky	0.0403	Risky	0.326	NS	0.0787	NS
NME1	MESO	0.343579756711147	0.00140508939315482	2.85229604464228	""	""			Gene expression	Stemness	7.79e-06	Risky	0.00029	Risky	0.172	NS	0.00099	Risky
NME1	OV	0.243457514566643	0.00246401390645867	2.60835684541945	Overexpression	****	1e-45	45	Gene expression	Stemness	0.0037	Protective	0.00281	Protective	0.884	NS	0.244	NS
NME1	PCPG	0.260662142079497	3.97853185838679e-59	58.4002771599439	Unchanged	ns	0.4	0.397940008672038	Gene expression	Stemness	0.104	NS	0.0525	NS	0.755	NS	0.00705	Protective
NME1	SARC	0.342995179712086	2.04520782427636e-07	6.68926255447789	Unchanged	ns	0.06	1.22184874961636	Gene expression	Stemness	0.00308	Risky	0.00869	Risky	0.671	NS	0.0272	Risky
NME1	THYM	0.664431101685497	1.19859458545085e-30	29.9213276885235	Overexpression	****	1.2e-24	23.9208187539524	Gene expression	Stemness	0.676	NS	0.0098	Risky			0.22	NS
NME2	BLCA	0.20083962362403	0.000745026685272281	3.12782817146789	Overexpression	****	3.8e-09	8.42021640338319	Gene expression	Stemness	0.00181	Risky	0.000798	Risky	0.201	NS	0.000437	Risky
NME2	BRCA	0.222479276081779	2.71127452801575e-13	12.5668265060395	Overexpression	****	1.4e-82	81.8538719643218	Gene expression	Stemness	0.452	NS	0.976	NS	0.353	NS	0.844	NS
NME2	GBM	0.392971016953827	0.0122932716197168	1.91033252254011	Overexpression	****	5.7e-92	91.2441251443275	Gene expression	Stemness	0.0434	Protective	0.0442	Protective			0.128	NS
NME2	KICH	-0.341113908582857	1.27786810129635e-12	11.8935139707749	Unchanged	ns	0.28	0.552841968657781	Gene expression	Stemness	0.00171	Risky	0.000204	Risky	0.459	NS	0.000688	Risky
NME2	KIRC	-0.169398408883886	1.53372974865218e-16	15.8142511586458	Overexpression	****	1.5e-11	10.8239087409443	Gene expression	Stemness	0.572	NS	0.412	NS	0.0715	NS	0.121	NS
NME2	KIRP	0.191645212705777	4.88222479813322e-21	20.3113822277166	Overexpression	****	8e-19	18.0969100130081	Gene expression	Stemness	0.175	NS	0.0737	NS	0.402	NS	0.161	NS
NME2	LGG	0.366605362819765	7.95231352298602e-05	4.09950650604804	Overexpression	****	9.8e-220	219.008773924308	Gene expression	Stemness	0.00927	Protective	0.00941	Protective	0.873	NS	0.0738	NS
NME2	LUSC	0.199125582365457	0.000735639667143856	3.1333348607863	Overexpression	****	8.6e-91	90.0655015487564	Gene expression	Microsatellite instability	0.0211	Risky	0.124	NS	0.173	NS	0.829	NS
NME2	LUSC	0.515417667089118	2.99887936492367e-06	5.52304100413101	Overexpression	****	8.6e-91	90.0655015487564	Gene expression	Stemness	0.0211	Risky	0.124	NS	0.173	NS	0.829	NS
NME2	PRAD	0.402198778944596	5.0433929030282e-05	4.29727719702622	Overexpression	****	1.4e-51	50.8538719643218	Gene expression	Stemness	0.0873	NS	0.00362	Risky	0.833	NS	0.687	NS
NME2	SKCM	0.147118030592625	1.30848750495967e-05	4.8832304201796	Overexpression	****	9.8e-98	97.0087739243075	Gene expression	Tumor mutational burden	0.00465	Risky	0.000769	Risky			0.0111	Risky
NME2	STAD	0.222124897318935	0.00206586687503746	2.68489766795648	Overexpression	***	0.00037	3.43179827593301	Gene expression	Microsatellite instability	0.728	NS	0.353	NS	0.00032	Protective	0.0308	Protective
NME2	STAD	0.247570321131873	0.0452882660466301	1.34401430684621	Overexpression	***	0.00037	3.43179827593301	Gene expression	Tumor mutational burden	0.728	NS	0.353	NS	0.00032	Protective	0.0308	Protective
NME2	STAD	0.299695085497087	6.4150970558173e-36	35.1927967686753	Overexpression	***	0.00037	3.43179827593301	Gene expression	Stemness	0.728	NS	0.353	NS	0.00032	Protective	0.0308	Protective
NME2	UCEC	0.263097525121517	0.0203423555946638	1.6915987582702	Overexpression	****	3.7e-13	12.431798275933	Gene expression	Stemness	0.0123	Protective	0.00306	Protective	0.837	NS	0.0405	Protective
NME3	BRCA	-0.111717943223022	0.00909730968031924	2.0410870212764	Overexpression	****	2.2e-09	8.65757731917779	Gene expression	Microsatellite instability	0.213	NS	0.136	NS	0.923	NS	0.578	NS
NME3	BRCA	-0.136799028988832	6.39859394198541e-05	4.19391544950438	Overexpression	****	2.2e-09	8.65757731917779	Gene expression	Stemness	0.213	NS	0.136	NS	0.923	NS	0.578	NS
NME3	DLBC	-0.554533562539671	0.00172985819134766	2.76198949758767	Overexpression	****	1.6e-13	12.7958800173441	Gene expression	Tumor mutational burden	0.716	NS	0.321	NS	0.242	NS	0.551	NS
NME3	KICH	-0.528226697194767	3.11159332946733e-06	5.50701716820842	Underexpression	****	1.3e-10	9.88605664769316	Gene expression	Stemness	0.975	NS	0.819	NS	0.183	NS	0.695	NS
NME3	LAML	-0.322805446351245	0.000417200186984347	3.37965550559965	Underexpression	****	1.2e-16	15.9208187539524	Gene expression	Stemness	0.0103	Risky						
NME3	LIHC	0.209281242736258	7.40942066213744e-12	11.130215747901	Overexpression	****	1.4e-12	11.8538719643218	Gene expression	Stemness	0.218	NS	0.2	NS	0.0515	NS	0.106	NS
NME3	LUAD	-0.133068835627298	0.0347089756657009	1.45955820307587	Underexpression	****	1.2e-12	11.9208187539524	Gene expression	Stemness	0.983	NS	0.727	NS	0.647	NS	0.386	NS
NME3	PRAD	0.214019998459144	7.31584208026024e-09	8.1357356777735	Unchanged	ns	0.29	0.537602002101044	Gene expression	Stemness	0.829	NS	0.588	NS	0.000559	Risky	0.0179	Risky
NME3	THCA	-0.280061975070151	1.39211693408228e-05	4.85632428362361	Underexpression	****	1.5e-24	23.8239087409443	Gene expression	Stemness	0.912	NS	0.263	NS	0.0149	Protective	0.426	NS
NME4	BLCA	-0.187299361266788	0.00293233161988529	2.53278691651991	Underexpression	*	0.015	1.82390874094432	Gene expression	Stemness	0.334	NS	0.18	NS	0.878	NS	0.525	NS
NME4	CESC	0.178171391523137	0.0153067690475322	1.81511647049767	Underexpression	***	3e-04	3.52287874528034	Gene expression	Microsatellite instability	0.00963	Risky	0.0191	Risky	0.0101	Risky	0.000557	Risky
NME4	COAD	-0.216739476684428	0.0111819576218107	1.95148215799477	Underexpression	****	6.6e-08	7.18045606445813	Gene expression	Microsatellite instability	0.364	NS	0.0866	NS	0.677	NS	0.207	NS
NME4	HNSC	0.144820481697455	0.00117367073295025	2.93045372499615	Overexpression	****	3.3e-08	7.48148606012211	Gene expression	Microsatellite instability	0.222	NS	0.269	NS	0.697	NS	0.216	NS
NME4	KIRP	0.20709716137304	0.0305469822769848	1.51503168706421	Overexpression	****	3.7e-12	11.431798275933	Gene expression	Tumor mutational burden	0.109	NS	0.31	NS	0.493	NS	0.428	NS
NME4	LUAD	0.333925274288934	4.9530766235927e-18	17.305124953474	Overexpression	****	8.2e-56	55.0861861476163	Gene expression	Stemness	0.00134	Risky	0.0051	Risky	0.218	NS	0.0156	Risky
NME4	PRAD	0.251435011421507	1.81050534605008e-05	4.74220018846275	Overexpression	****	2.9e-28	27.537602002101	Gene expression	Stemness	0.127	NS	0.699	NS	0.0247	Risky	0.417	NS
NME4	SKCM	0.227157483193265	1.47845267306105e-15	14.830192573172	Overexpression	****	5e-100	99.301029995664	Gene expression	Stemness	0.000712	Risky	0.00177	Risky			0.0717	NS
NME4	STAD	-0.230154532643489	0.0213605717741649	1.67038712640747	Unchanged	ns	0.61	0.214670164989233	Gene expression	Microsatellite instability	0.301	NS	0.185	NS	0.704	NS	0.931	NS
NME4	STAD	-0.162325815373321	0.000416283610710445	3.38061068716302	Unchanged	ns	0.61	0.214670164989233	Gene expression	Tumor mutational burden	0.301	NS	0.185	NS	0.704	NS	0.931	NS
NME4	STAD	-0.388479447943859	0.0179053120852193	1.74701810493929	Unchanged	ns	0.61	0.214670164989233	Gene expression	Stemness	0.301	NS	0.185	NS	0.704	NS	0.931	NS
NME6	BRCA	-0.10655763903384	0.0374407805980397	1.42665510528951	Overexpression	****	1.4e-45	44.8538719643218	Gene expression	Microsatellite instability	0.00936	Risky	0.493	NS	0.321	NS	0.699	NS
NME6	KIRC	0.233916515229642	5.74930467691296e-12	11.2403846758738	Underexpression	****	9e-21	20.0457574905607	Gene expression	Stemness	0.00385	Protective	0.00448	Protective	0.365	NS	0.00206	Protective
NME6	PCPG	0.380514162493475	1.88871966999471e-08	7.72383249671497	Unchanged	ns	0.17	0.769551078621726	Gene expression	Stemness	0.0222	Risky	0.00935	Risky	0.674	NS	0.512	NS
NME7	LIHC	0.330885020708103	0.0255436285630769	1.59271740961812	Overexpression	****	1e-39	39	Gene expression	Stemness	0.253	NS	0.537	NS	0.0885	NS	0.244	NS
NME7	SARC	0.236331536629127	1.99124008544733e-13	12.7008763735744	Unchanged	ns	0.28	0.552841968657781	Gene expression	Stemness	0.231	NS	0.273	NS	0.0321	Protective	0.986	NS
NME7	SKCM	0.149587570537402	0.0386635447888129	1.41269833107191	Overexpression	****	9.9e-23	22.0043648054024	Gene expression	Tumor mutational burden	0.112	NS	0.24	NS			0.57	NS
NMNAT1	COAD	-0.189390630170017	3.64294172656497e-07	6.43854777578902	Unchanged	ns	0.64	0.193820026016113	Gene expression	Stemness	0.0121	Protective	0.0156	Protective	0.259	NS	0.0034	Protective
NMNAT1	HNSC	-0.135398335350159	3.90627404544003e-07	6.40823729196279	Underexpression	*	0.016	1.79588001734408	Gene expression	Stemness	0.373	NS	0.86	NS	0.662	NS	0.679	NS
NMNAT1	KIRP	-0.173756532365286	4.5871093784683e-07	6.33846090410197	Unchanged	ns	0.77	0.113509274827518	Gene expression	Stemness	2.47e-06	Protective	1.06e-08	Protective	0.000659	Protective	3.29e-06	Protective
NMNAT1	LUAD	-0.166311985761162	3.51922589356905e-19	18.4535528555911	Unchanged	ns	0.62	0.207608310501746	Gene expression	Stemness	0.623	NS	0.942	NS	0.329	NS	0.351	NS
NMNAT1	UCEC	0.246347287496483	0.030359349751444	1.51770753456786	Overexpression	*	0.026	1.58502665202918	Gene expression	Tumor mutational burden	0.0704	NS	0.973	NS	0.655	NS	0.107	NS
NMNAT2	BRCA	-0.23710075157178	3.96767068458636e-15	14.4014643813269	Underexpression	****	1.8e-97	96.7447274948967	Gene expression	Stemness	0.436	NS	0.233	NS	0.88	NS	0.72	NS
NMNAT2	CESC	-0.28919015920329	6.23021235632595e-16	15.2054971501934	Underexpression	*	0.037	1.43179827593301	Gene expression	Stemness	0.0644	NS	0.0435	Risky	0.0047	Risky	0.000773	Risky
NMNAT2	CHOL	-0.654623451747801	0.000161696688281219	3.79129887481172	Overexpression	***	0.00011	3.95860731484178	Gene expression	Tumor mutational burden	0.262	NS	0.302	NS	0.967	NS	0.153	NS
NMNAT2	HNSC	-0.1679975943226	0.0232248203806542	1.63404763612839	Overexpression	****	4.2e-08	7.3767507096021	Gene expression	Tumor mutational burden	0.265	NS	0.348	NS	0.822	NS	0.479	NS
NMNAT2	KIRC	-0.245619184893547	1.60109613496991e-30	29.795582590858	Overexpression	****	1.2e-06	5.92081875395237	Gene expression	Stemness	0.0409	Protective	0.00308	Protective	0.167	NS	0.0779	NS
NMNAT2	LGG	0.484630038053297	1.37876763942499e-11	10.860508918319	Underexpression	**	0.0019	2.72124639904717	Gene expression	Stemness	4.81e-10	Protective	4.23e-11	Protective	0.0198	Protective	4.49e-10	Protective
NMNAT2	LIHC	-0.315329329429311	5.27133321306779e-15	14.2780795301666	Overexpression	****	8.7e-06	5.06048074738138	Gene expression	Stemness	0.775	NS	0.584	NS	0.594	NS	0.857	NS
NMNAT2	LUSC	-0.356873449625572	0.000266585697500175	3.5741631544847	Underexpression	****	1.8e-16	15.7447274948967	Gene expression	Stemness	0.745	NS	0.0481	Risky	0.363	NS	0.0542	NS
